operator,status,is_operational,latitude,longitude,num_points,connector_types,max_power_kw,borough,borough_density_km2,uk_avg_util_pct,uk_avg_energy_kWh,priority_score,stations_per_borough,operational_flag,usage_Private - Restricted Access,usage_Privately Owned - Notice Required,usage_Public,usage_Public - Membership Required,usage_Public - Pay At Location,avg_power_per_connector,has_fast_charger,cluster
Shell Recharge Solutions (Uk),Not Operational,False,51.496,-0.13885,1.0,Type 2 (Socket Only),5.0,Westminster,9318.948648648648,50.21666666666667,36.88102564102565,0.1294215358393576,476,0,False,False,False,False,True,5.0,0,1
Total Energies (Uk),Operational,True,51.5194932157,-0.118752916363,1.0,Type 2 (Socket Only); Type 1 (J1772),7.0,Camden,9318.948648648648,50.21666666666667,36.88102564102565,0.1314369876364688,177,1,False,False,False,True,False,7.0,0,1
Chargepoint,Operational,True,51.508426,-0.10639,1.0,Type 2 (Socket Only),22.0,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,0.1465528761148027,7950,1,False,False,True,False,False,22.0,1,3
Shell Recharge Solutions (Uk),Not Operational,False,51.50175,-0.10832,1.0,Type 2 (Socket Only),3.7,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,0.1281114921712353,7950,0,False,False,False,False,True,3.7,0,1
Shell Recharge Solutions (Uk),Not Operational,False,51.518485,-0.139881,1.0,Type 2 (Socket Only),3.7,Westminster,9318.948648648648,50.21666666666667,36.88102564102565,0.1281114921712353,476,0,False,False,False,False,True,3.7,0,1
Shell Recharge Solutions (Uk),Not Operational,False,51.494,-0.12719,1.0,Type 2 (Socket Only),5.0,Westminster,9318.948648648648,50.21666666666667,36.88102564102565,0.1294215358393576,476,0,False,False,False,False,True,5.0,0,1
Shell Recharge Solutions (Uk),Not Operational,False,51.495,-0.13602,1.0,Type 2 (Socket Only),5.0,Westminster,9318.948648648648,50.21666666666667,36.88102564102565,0.1294215358393576,476,0,False,False,False,False,True,5.0,0,1
Char.Gy,Operational,True,51.5068637,-0.1060779,1.0,Type 2 (Socket Only),5.1,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,0.1295223084292132,7950,1,False,False,True,False,False,5.1,0,1
Shell Recharge Solutions (Uk),Not Operational,False,51.502446,-0.107545,1.0,Type 2 (Socket Only),3.7,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,0.1281114921712353,7950,0,False,False,False,False,True,3.7,0,1
Char.Gy,Operational,True,51.5066487,-0.1060581,1.0,Type 2 (Socket Only),5.1,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,0.1295223084292132,7950,1,False,False,True,False,False,5.1,0,1
Shell Recharge Solutions (Uk),Not Operational,False,51.518602,-0.14007,1.0,Type 2 (Socket Only),3.7,Westminster,9318.948648648648,50.21666666666667,36.88102564102565,0.1281114921712353,476,0,False,False,False,False,True,3.7,0,1
Char.Gy,Operational,True,51.5029337,-0.1072352,1.0,Type 2 (Socket Only),5.1,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,0.1295223084292132,7950,1,False,False,True,False,False,5.1,0,1
Shell Recharge Solutions (Uk),Not Operational,False,51.493907,-0.130204,1.0,Type 2 (Socket Only),3.7,Westminster,9318.948648648648,50.21666666666667,36.88102564102565,0.1281114921712353,476,0,False,False,False,False,True,3.7,0,1
Shell Recharge Solutions (Uk),Not Operational,False,51.508812,-0.149514,1.0,Type 2 (Socket Only),3.7,Westminster,9318.948648648648,50.21666666666667,36.88102564102565,0.1281114921712353,476,0,False,False,False,False,True,3.7,0,1
Shell Recharge Solutions (Uk),Not Operational,False,51.52082,-0.13177,1.0,Type 2 (Socket Only),3.7,Camden,9318.948648648648,50.21666666666667,36.88102564102565,0.1281114921712353,177,0,False,False,True,False,False,3.7,0,1
Shell Recharge Solutions (Uk),Not Operational,False,51.495,-0.13706,1.0,Type 2 (Socket Only),5.0,Westminster,9318.948648648648,50.21666666666667,36.88102564102565,0.1294215358393576,476,0,False,False,False,False,True,5.0,0,1
Shell Recharge Solutions (Uk),Not Operational,False,51.494,-0.13263,1.0,Type 2 (Socket Only),5.0,Westminster,9318.948648648648,50.21666666666667,36.88102564102565,0.1294215358393576,476,0,False,False,False,False,True,5.0,0,1
Total Energies (Uk),Operational,True,51.5167634,-0.1439865,3.0,Type 2 (Socket Only); Type 1 (J1772); Type 2 (Socket Only); Type 1 (J1772); Type 2 (Socket Only); Type 1 (J1772),7.0,Westminster,9318.948648648648,50.21666666666667,36.88102564102565,0.134176713663866,476,1,False,False,False,True,False,7.0,0,1
Shell Recharge Solutions (Uk),Not Operational,False,51.493643,-0.129072,1.0,Type 2 (Socket Only),3.7,Westminster,9318.948648648648,50.21666666666667,36.88102564102565,0.1281114921712353,476,0,False,False,False,False,True,3.7,0,1
Tesla (Tesla-Only Charging),Operational,True,51.516593,-0.144297,2.0,Tesla (Model S/X),12.0,Westminster,9318.948648648648,50.21666666666667,36.88102564102565,0.1378454801429454,476,1,False,False,False,True,False,12.0,0,1
Char.Gy,Operational,True,51.505192,-0.1059383,1.0,Type 2 (Socket Only),5.1,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,0.1295223084292132,7950,1,False,False,True,False,False,5.1,0,1
Bp Pulse (Uk),Partly Operational (Mixed),True,51.5166,-0.1444,2.0,BS1363 3 Pin 13 Amp; Type 2 (Socket Only); CCS (Type 2); Type 2 (Tethered Connector) ; CHAdeMO,50.0,Westminster,9318.948648648648,50.21666666666667,36.88102564102565,0.1761390642880579,476,1,False,False,False,True,False,50.0,1,3
Bp Pulse (Uk),Partly Operational (Mixed),True,51.516525,-0.144647,2.0,CCS (Type 2); CHAdeMO; Type 2 (Tethered Connector),50.0,Westminster,13608.4,50.21666666666667,36.88102564102565,0.2561226538594515,476,1,False,False,False,True,False,50.0,1,2
Char.Gy,Operational,True,51.5024409,-0.1068531,1.0,Type 2 (Socket Only),5.1,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,0.1295223084292132,7950,1,False,False,True,False,False,5.1,0,1
Shell Recharge Solutions (Uk),Not Operational,False,51.49396,-0.134009,1.0,Type 2 (Socket Only),5.0,Westminster,9318.948648648648,50.21666666666667,36.88102564102565,0.1294215358393576,476,0,False,False,False,False,True,5.0,0,1
Total Energies (Uk),Operational,True,51.503518,-0.106169,1.0,Type 2 (Socket Only); Type 1 (J1772),7.0,Southwark,14283.6,50.21666666666667,36.88102564102565,0.2240107467318952,530,1,False,False,False,True,False,7.0,0,2
Independent Operator,Operational,True,51.505596,-0.150176,1.0,0,4.8,Westminster,13608.4,50.21666666666667,36.88102564102565,0.2092035802310401,476,1,False,False,True,False,False,4.8,0,2
Char.Gy,Operational,True,51.5000736,-0.1085487,1.0,Type 2 (Socket Only),5.1,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,0.1295223084292132,7950,1,False,False,True,False,False,5.1,0,1
Shell Recharge Solutions (Uk),Not Operational,False,51.493685,-0.132669,1.0,Type 2 (Socket Only),3.7,Westminster,9318.948648648648,50.21666666666667,36.88102564102565,0.1281114921712353,476,0,False,False,False,False,True,3.7,0,1
Shell Recharge Solutions (Uk),Operational,True,51.508647,-0.150289,1.0,Type 2 (Socket Only),3.7,Westminster,9318.948648648648,50.21666666666667,36.88102564102565,0.1281114921712353,476,1,False,False,False,False,True,3.7,0,1
Char.Gy,Operational,True,51.4999483,-0.1086267,1.0,Type 2 (Socket Only),5.1,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,0.1295223084292132,7950,1,False,False,True,False,False,5.1,0,1
Char.Gy,Operational,True,51.4998062,-0.108714,1.0,Type 2 (Socket Only),5.1,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,0.1295223084292132,7950,1,False,False,True,False,False,5.1,0,1
Bp Pulse (Uk),Not Operational,False,51.494862,-0.13817,1.0,Type 2 (Socket Only),7.0,Westminster,13608.4,50.21666666666667,36.88102564102565,0.2114205772078624,476,0,False,False,False,True,False,7.0,0,2
Char.Gy,Operational,True,51.5023477,-0.1066136,1.0,Type 2 (Socket Only),5.1,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,0.1295223084292132,7950,1,False,False,True,False,False,5.1,0,1
Shell Recharge Solutions (Uk),Not Operational,False,51.506313,-0.15048,1.0,Type 2 (Socket Only),3.7,Westminster,9318.948648648648,50.21666666666667,36.88102564102565,0.1281114921712353,476,0,False,False,False,False,True,3.7,0,1
Shell Recharge Solutions (Uk),Not Operational,False,51.519,-0.14093,1.0,Type 2 (Socket Only),5.0,Westminster,9318.948648648648,50.21666666666667,36.88102564102565,0.1294215358393576,476,0,False,False,False,False,True,5.0,0,1
Char.Gy,Operational,True,51.5024402,-0.106436,1.0,Type 2 (Socket Only),5.1,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,0.1295223084292132,7950,1,False,False,True,False,False,5.1,0,1
Char.Gy,Operational,True,51.4992747,-0.1090411,1.0,Type 2 (Socket Only),5.1,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,0.1295223084292132,7950,1,False,False,True,False,False,5.1,0,1
Bp Pulse (Uk),Operational,True,51.519737,-0.139248,2.0,Type 2 (Socket Only); BS1363 3 Pin 13 Amp,4.0,Westminster,13608.4,50.21666666666667,36.88102564102565,0.2097672625258942,476,1,False,False,False,True,False,4.0,0,2
Shell Recharge Solutions (Uk),Not Operational,False,51.495,-0.13913,1.0,Type 2 (Socket Only),5.0,Westminster,9318.948648648648,50.21666666666667,36.88102564102565,0.1294215358393576,476,0,False,False,False,False,True,5.0,0,1
Bp Pulse (Uk),Operational,True,51.516201,-0.145986,2.0,BS1363 3 Pin 13 Amp; Type 2 (Socket Only),7.0,Westminster,9318.948648648648,50.21666666666667,36.88102564102565,0.1328068506501674,476,1,False,False,False,True,False,7.0,0,1
Total Energies (Uk),Not Operational,False,51.519887,-0.116387,1.0,Type 1 (J1772); Type 2 (Socket Only),7.0,Camden,13988.4,50.21666666666667,36.88102564102565,0.2185062768807482,177,0,False,False,False,True,False,7.0,0,2
Tesla (Tesla-Only Charging),Operational,True,51.503851,-0.150187,2.0,Tesla (Model S/X),13.0,Westminster,9318.948648648648,50.21666666666667,36.88102564102565,0.138853206041501,476,1,False,False,False,True,False,13.0,0,1
Shell Recharge Solutions (Uk),Not Operational,False,51.519579,-0.140208,1.0,Type 2 (Socket Only),5.0,Westminster,9318.948648648648,50.21666666666667,36.88102564102565,0.1294215358393576,476,0,False,False,False,False,True,5.0,0,1
Shell Recharge Solutions (Uk),Not Operational,False,51.496061,-0.113474,1.0,Type 2 (Socket Only),5.0,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,0.1294215358393576,7950,0,False,False,False,False,True,5.0,0,1
Shell Recharge Solutions (Uk),Not Operational,False,51.494,-0.13649,1.0,Type 2 (Socket Only),5.0,Westminster,9318.948648648648,50.21666666666667,36.88102564102565,0.1294215358393576,476,0,False,False,False,False,True,5.0,0,1
Shell Recharge Solutions (Uk),Not Operational,False,51.521479,-0.133093,1.0,Type 2 (Socket Only),3.7,Westminster,9318.948648648648,50.21666666666667,36.88102564102565,0.1281114921712353,476,0,False,False,True,False,False,3.7,0,1
Char.Gy,Operational,True,51.5014286,-0.1064933,1.0,Type 2 (Socket Only),4.6,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,0.1290184454799354,7950,1,False,False,True,False,False,4.6,0,1
Char.Gy,Operational,True,51.4991405,-0.1084378,1.0,Type 2 (Socket Only),5.1,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,0.1295223084292132,7950,1,False,False,True,False,False,5.1,0,1
Esb Energy (Uk),Not Operational,False,51.52203546304605,-0.1274924311288714,1.0,CHAdeMO; Type 2 (Tethered Connector),50.0,Camden,9318.948648648648,50.21666666666667,36.88102564102565,0.1747692012743593,177,0,False,False,False,False,True,50.0,1,3
Shell Recharge Solutions (Uk),Not Operational,False,51.512003,-0.15015,1.0,Type 2 (Socket Only),5.0,Westminster,9318.948648648648,50.21666666666667,36.88102564102565,0.1294215358393576,476,0,False,False,False,False,True,5.0,0,1
Shell Recharge Solutions (Uk),Not Operational,False,51.492726,-0.127804,1.0,Type 2 (Socket Only),5.0,Westminster,9318.948648648648,50.21666666666667,36.88102564102565,0.1294215358393576,476,0,False,False,False,False,True,5.0,0,1
Shell Recharge Solutions (Uk),Operational,True,51.52005014610637,-0.1398122201227352,1.0,Type 2 (Socket Only),5.0,Westminster,9318.948648648648,50.21666666666667,36.88102564102565,0.1294215358393576,476,1,False,False,True,False,False,5.0,0,1
Shell Recharge Solutions (Uk),Not Operational,False,51.49312,-0.133628,1.0,Type 2 (Socket Only),3.7,Westminster,9318.948648648648,50.21666666666667,36.88102564102565,0.1281114921712353,476,0,False,False,False,False,True,3.7,0,1
Tesla (Tesla-Only Charging),Operational,True,51.50497,-0.151181,1.0,Tesla (Model S/X),22.0,Westminster,9318.948648648648,50.21666666666667,36.88102564102565,0.1465528761148027,476,1,False,False,False,True,False,22.0,1,3
Shell Recharge Solutions (Uk),Not Operational,False,51.495,-0.1407,1.0,Type 2 (Socket Only),4.8,Westminster,9318.948648648648,50.21666666666667,36.88102564102565,0.1292199906596465,476,0,False,False,False,False,True,4.8,0,1
Char.Gy,Operational,True,51.4995898,-0.1076207,1.0,Type 2 (Socket Only),5.1,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,0.1295223084292132,7950,1,False,False,True,False,False,5.1,0,1
Char.Gy,Operational,True,51.5004734,-0.1067867,1.0,Type 2 (Socket Only),5.1,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,0.1295223084292132,7950,1,False,False,True,False,False,5.1,0,1
Char.Gy,Operational,True,51.4989476,-0.1082259,1.0,Type 2 (Socket Only),5.1,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,0.1295223084292132,7950,1,False,False,True,False,False,5.1,0,1
Char.Gy,Operational,True,51.5004529,-0.1066891,1.0,Type 2 (Socket Only),5.1,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,0.1295223084292132,7950,1,False,False,True,False,False,5.1,0,1
Total Energies (Uk),Operational,True,51.500557,-0.10658,3.0,Type 2 (Socket Only); Type 1 (J1772),7.0,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,0.134176713663866,7950,1,False,False,False,True,False,7.0,0,1
Char.Gy,Operational,True,51.5005969,-0.1064741,1.0,Type 2 (Socket Only),5.1,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,0.1295223084292132,7950,1,False,False,True,False,False,5.1,0,1
Shell Recharge Solutions (Uk),Not Operational,False,51.494,-0.13833,1.0,Type 2 (Socket Only),5.0,Westminster,9318.948648648648,50.21666666666667,36.88102564102565,0.1294215358393576,476,0,False,False,False,False,True,5.0,0,1
Char.Gy,Operational,True,51.4988558,-0.1078889,1.0,Type 2 (Socket Only),5.1,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,0.1295223084292132,7950,1,False,False,True,False,False,5.1,0,1
Shell Recharge Solutions (Uk),Not Operational,False,51.519929,-0.141256,1.0,Type 2 (Socket Only),5.0,Westminster,9318.948648648648,50.21666666666667,36.88102564102565,0.1294215358393576,476,0,False,False,False,False,True,5.0,0,1
Pod Point (Uk),Operational,True,51.522299,-0.123915,4.0,Type 2 (Socket Only); Type 2 (Socket Only); Type 2 (Socket Only); Type 2 (Socket Only),22.0,Camden,9318.948648648648,50.21666666666667,36.88102564102565,0.1506624651558986,177,1,False,False,False,True,False,22.0,1,3
Total Energies (Uk),Operational,True,51.510791,-0.151436,3.0,Type 2 (Socket Only); Type 1 (J1772); Type 2 (Socket Only); Type 1 (J1772),7.0,Westminster,9318.948648648648,50.21666666666667,36.88102564102565,0.134176713663866,476,1,False,False,False,True,False,7.0,0,1
Shell Recharge Solutions (Uk),Not Operational,False,51.492299,-0.128835,1.0,Type 2 (Socket Only),3.7,Westminster,9318.948648648648,50.21666666666667,36.88102564102565,0.1281114921712353,476,0,False,False,False,False,True,3.7,0,1
Shell Recharge Solutions (Uk),Not Operational,False,51.521527,-0.119138,1.0,Type 2 (Socket Only),3.7,Camden,9318.948648648648,50.21666666666667,36.88102564102565,0.1281114921712353,177,0,False,False,True,False,False,3.7,0,1
Shell Recharge Solutions (Uk),Operational,True,51.52049031472211,-0.1399885502412416,1.0,Type 2 (Socket Only),5.0,Westminster,9318.948648648648,50.21666666666667,36.88102564102565,0.1294215358393576,476,1,False,False,True,False,False,5.0,0,1
Shell Recharge Solutions (Uk),Not Operational,False,51.50519,-0.103733,1.0,Type 2 (Socket Only),3.7,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,0.1281114921712353,7950,0,False,False,False,False,True,3.7,0,1
Shell Recharge Solutions (Uk),Operational,True,51.520577619587215,-0.1398402937229548,1.0,Type 2 (Socket Only),5.0,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,0.1294215358393576,7950,1,False,False,True,False,False,5.0,0,0
Shell Recharge Solutions (Uk),Not Operational,False,51.492506,-0.132449,1.0,Type 2 (Socket Only),3.7,Westminster,9318.948648648648,50.21666666666667,36.88102564102565,0.1281114921712353,476,0,False,False,False,False,True,3.7,0,1
Char.Gy,Operational,True,51.5043992,-0.1038835,1.0,Type 2 (Socket Only),5.1,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,0.1295223084292132,7950,1,False,False,True,False,False,5.1,0,1
Shell Recharge Solutions (Uk),Not Operational,False,51.519,-0.14362,1.0,Type 2 (Socket Only),5.0,Westminster,9318.948648648648,50.21666666666667,36.88102564102565,0.1294215358393576,476,0,False,False,False,False,True,5.0,0,1
Tesla (Tesla-Only Charging),Operational,True,51.517933,-0.145537,2.0,Tesla (Model S/X),22.0,Westminster,9318.948648648648,50.21666666666667,36.88102564102565,0.1479227391285013,476,1,False,False,False,True,False,22.0,1,3
Shell Recharge Solutions (Uk),Not Operational,False,51.519591,-0.14255,1.0,Type 2 (Socket Only),3.7,Westminster,9318.948648648648,50.21666666666667,36.88102564102565,0.1281114921712353,476,0,False,False,False,False,True,3.7,0,1
Total Energies (Uk),Operational,True,51.5106839403,-0.151771698031,3.0,Type 2 (Socket Only); Type 1 (J1772),7.0,Westminster,9318.948648648648,50.21666666666667,36.88102564102565,0.134176713663866,476,1,False,False,False,True,False,7.0,0,1
Shell Recharge Solutions (Uk),Not Operational,False,51.493607,-0.138444,1.0,Type 2 (Socket Only),5.0,Westminster,9318.948648648648,50.21666666666667,36.88102564102565,0.1294215358393576,476,0,False,False,False,False,True,5.0,0,1
Bp Pulse (Uk),Operational,True,51.517899,-0.145713,20.0,BS1363 3 Pin 13 Amp; Type 2 (Socket Only),7.0,Westminster,9318.948648648648,50.21666666666667,36.88102564102565,0.1574643848967428,476,1,False,False,False,True,False,7.0,0,1
Char.Gy,Operational,True,51.5051932,-0.1034235,1.0,Type 2 (Socket Only),5.1,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,0.1295223084292132,7950,1,False,False,True,False,False,5.1,0,1
Shell Recharge Solutions (Uk),Not Operational,False,51.520653,-0.140274,1.0,Type 2 (Socket Only),3.7,Westminster,9318.948648648648,50.21666666666667,36.88102564102565,0.1281114921712353,476,0,False,False,False,False,True,3.7,0,1
Shell Recharge Solutions (Uk),Not Operational,False,51.522762,-0.127384,1.0,Type 2 (Socket Only),3.7,Camden,9318.948648648648,50.21666666666667,36.88102564102565,0.1281114921712353,177,0,False,False,True,False,False,3.7,0,1
Incharge (Se),Operational,True,51.511371,-0.103942,4.0,Type 2 (Socket Only),22.0,City Of London,3651.6,50.21666666666667,36.88102564102565,0.0449858060352165,33,1,False,False,False,True,False,22.0,1,3
Total Energies (Uk),Operational,True,51.5225936698,-0.131569826997,1.0,Type 2 (Socket Only),22.0,Camden,9318.948648648648,50.21666666666667,36.88102564102565,0.1465528761148027,177,1,False,False,False,True,False,22.0,1,3
